Emotion,Text
joy,"` Right now I 'm feeling very excited . "" "
joy,Twisted something in my back! It feels shit! :) :D 
fear,I 'm really frightened .  
joy,@iamthepim ooooo you sent me ~that version of Apart. that's jolly. I forgot it's slightly different from the album track. 
fear,"Menina de 11 anos: &quot;Ai, eu estava pensando em ter um filho. Eu fui lá, e fiz.&quot; - Parabéns, fia! o.o"
sadness,104 characters can't describe my feelings right now... 
fear,"Attempted rape by 5 guys - held my arms behind my back and molested me, constantly threatening to beat me. Penetration did not occur as the driver of the car stopped that."
joy,"Feels like eight o'clock! Time change has still got me out of it, oh well.. Subway time "
anger, How dare you speak to me like this . 
anger,"Anger is something that we all experience, but can cause problems in relationships &amp; quality of life if it gets out of control "
sadness,"` Do n't be despondent , "" she told me . "
neutral, OK . 
fear,I watched with dismay as they hit the floor and bounced to eight dusty oblivions . 
joy, I'd love to . 
anger,A shop-assistant behaved rather roughly with me though she hadn't the slightest grounds for it.
surprise,@DecemberzOwn21 lmao... U silly gurl... Now u no dam well she is..solo u got me over here laughing n chocking on this kush!!!!
anger,Dad just ruined a whole movie night because my mom didnt make enough food today #thishappenseveryweekend
joy,"What is 1 thing U  about connecting on twitter? I am constantly blown away by ppls love, authenticity &amp; humor! "
anger,Righteous never BLOWS UP or CLAMS UP. It surveys the situation &amp; obeys GOD in spite of satanic aggravation.
joy,Saw on TV China winning the gold medals.
disgust,@makenzie_stoner leave a milk cup on my window sill ONE MORE TIME!  This time instead of cottage cheese we got jello 
joy,finished my edu psych review on time 
fear," is short,   is rare,  is bad,  is awful, #FaceIt. #Memories are sweet, #CherishIt"
sadness,"In their communiqu , the finance ministers could usefully point out that the current despair  over eastern Germany is overdone . "
fear,"My girlfriend and I slept in a lonely hut (we had drunk alcool). Suddenly some soil fell on us, then some water. Although we tried hard, we could not find out the cause."
surprise,"RT, follow @unitednude and WIN one of the 5 special collector items that we are giving away to our Twitter friends! #RT #WIN"
sadness,Every time I go to Cambridge I come back depressed as hell ; then as soon as I am back to a Norfolk class spirits soar again . 
sadness,When I knew I had to go out with my mother on some errands.
joy,"His delight and sense of wonder at the growth of his baby were erratic as other interests pressed , but real enough . "
sadness,At my sister's for dinner.. Without my own phone or laptop :/
surprise,"RT, follow @unitednude and WIN one of the 5 special collector items that we are giving away to our Twitter friends! #RT #WIN"
joy,"When your words came, I ate them; they were my and my #heart 's delight, for I bear your name, #Lord #God #Almighty. Jeremiah 15:16"
joy,Warm honey December sun and singing loud with the windows down 
surprise,S/o to @JakeDeMasi 's reaction to his surprise party  
joy,I might tell a lie if you ask me bout my whereabouts but I might speak that real if you ask me what I care about 
sadness,I left my copy of Love Actually at school...  
disgust, every single human in India is assured security like Ajmal Kasab ..  &amp; 
anger,I was excited about going to calebs wrestling tournament...until they left me 
sadness,Hope is what is keeping me going right now! RT @Fuzywuzy8: Without hope what do we have in life?   
neutral," That ’ s bogus . I don't feel any stress at work , and my love life is practically nonexistent . This zodiac stuff is all a bunch of nonsense . "
joy,Tomorrow is going to amazing!! Live Nativity spending the day with my bestie getting our thriller costumes and driving! #busyweekend
surprise,"A delighted , if somewhat bewildered smile tugging at her own mouth , her eyes alight with laughter , she watched him melt into the crowds . "
anger," it took me years to  how to balance my reaction to  &amp; ,now I see my #daughters walking my past road!! #lifeskills"
joy,"Time it pack it up, get my ass moving and off this office chair and work it at gym!   #compassion #peace"
fear,everytime im walking in the rain i think im gonna get splashed by a car as im walking by a puddle 
anger,“@ReneeT18 Never got so close to punching someone in a day... problems”      don't hurt em NaNa...
sadness,I got my retainer on today. It feels so weird; I can't sleep because I keep touching it with my tongue... 
joy, You're so thoughtful . Wish you a good trip home . And we'll miss you . 
joy,25 Christmas Favorites by the 101 Strings Orchestra....Yes please!!! :) 
anger,About to take a healing dose of Thich Nhat Hanh bc I need reprieve. 
fear,":D RT @RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less"
surprise,I actually might make it to the gym today. Whether I go inside is debatable. #needamiracle
anger,"` We do n't go to Lightwater Valley , "" said an equally affronted bus driver . "
joy,Lockdown for tonight about to have a nice movie night by myself. 
fear,&quot;Conjectures of the mind are far greater in number and in scope than the things that actually happen in life&quot; A. A. Al-Qarnee. #Sad
surprise,@bez1015 big move. Antwan randle el is our converted qb of the new franchise #comingoverfromthedarkside
fear,A film on zombies.
joy,"Girls in the @lululemon pants.. Daymn. Even the girls that shouldn't be wearing them. You should already know, infinite  "
surprise,"Watching Citizen Kane. It's  on my movie list. I didn't expect it to be funny, and yet I am laughing! "
joy,Now to pack &amp; clean the bathroom.  #EndOfTenancyTweet
sadness,@JBARsodmg Think U Lucky ... in France We Dont Got No Thanx Giving =/ #OGOD
fear,Hot5's competing at the Petersen Event Center tomorrow!! Come out and support them!!  this
joy,Shitt... Just realised got another spanish test tomorrow 
sadness,The people of America and throughout the world were stunned and grief-stricken by the President 's assassination . 
sadness,He could see no way out and in his anguish he began to think of doing himself in ; the method he would use would have to be quick and simple . 
joy,"After working overtime till 11, I get to come in at open too. "
sadness,"I was too miserable to giggle , but I wondered if the fiances had when he postured on his lawn . "
fear,"-----&gt; RT @RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less"
joy,The first time I really fell in love with a girl.
surprise,@daviidismail its not rape surprise and yelled that shit mf #pedoface hahha
fear,Bon. On va tenter la cuisine avec l'huile d'arachide ... 
anger,I just discovered that I owe $ 10 for a movie that I never ordered . 
surprise,Tomorrow I'm going to get @HerBraceFaceAss nd Jaela frm school early nd takin my grls to lunch. L0L 
surprise,"hey, jesse can hit threes when he doesn't rush them! "
sadness,"At first Tony looked less happy than before , and said he had become somewhat despondent about his lack of progress in finding employment . "
sadness,Visto un video spoiler di  dove Santana fa coming-out con la nonna... Dico solo: Tante lacrime! 
surprise,@tubzhoney btw you 'so-caled' no.1 fan of Shoaib Akhtar plz check my wall on fb :D @fizzarahman
anger, And you didn't think to leave them my cell phone ? 
fear,"I should just say something NOW, because we won't be here forever ... take a chance, I see something I like and I want it &lt;3 "
sadness,Shattered the screen on my beloved phone. #forealz?
sadness,@albihonest @ashleybmarc @Same_Ol @LMWrites ALBINISM is the saddest thing since spectacular offered a grinding competition.... 
surprise,"If that is a video of The Agency singing HAPPY BIRTHDAY to @taylorswift13, I'll 'AWWWWWWWWWW' the whole day long.. ;) x"
neutral, Pardon ? 
joy,Apparently we are having the family xmas party at a resturant... #theregoesmyplan
joy,Encounter TONIGHT! 9PM 324 West Main. Last one of the semester! Isaiah 51:11 is gonna happen tonight. #community #runtothebattle
sadness,My ipod is missing and I'm having serious separation anxiety :( 
fear,"Is it weird that I have a of typing in the wrong thing when I know I was typing too fast, and sent it w/o checking?"
